# Month and number of downloads of pcb-4.0.1.tar.gz
2017-05 322
2017-06 523
2017-07 582
2017-08 553
2017-09 28
2017-10 17
2017-11 5
2017-12 3
2018-01 15
2018-02 7
2018-03 8
2018-04 10
2018-05 2
2018-06 5
2018-07 11
2018-08 4
2018-09 7
2018-10	11
2018-11	3
2018-12	2
2019-01	0
2019-02	1
2019-03	1
2019-04	1
2019-05	1
2019-06	0
2019-07	0
2019-08	0
2019-09	1
2019-10	2
2019-11	2
2019-12	0
2020-01	0
2020-02	0
2020-03	0
2020-04	0
2020-05	1
2020-06	3
2020-07	2
2020-08	0
2020-09	0
2020-10	2
2020-11	0
2020-12	1
2021-01	0
2021-02	4
2021-03	0
2021-04	0
2021-05	2
2021-06	1
2021-07	2
2021-08	2
2021-09	2
2021-10	0
2021-11	0
2021-12	1
2022-01	0
2022-02	0
2022-03	0
2022-04	0
2022-05	0
2022-06	0
2022-07	0
2022-08	1
2022-09	12
2022-10	2
2022-11	3
2022-12	1
2023-01	0
2023-02	0
2023-03	0
2023-04	0
2023-05	0
2023-06	0
2023-07	0
2023-08	1
2023-09	0
2023-10	0
2023-11	0
2023-12	0
2024-01	0
2024-02	0
2024-03	0
2024-04	0
2024-05	0
2024-06	1
2024-07	0
2024-08	1
2024-09	2
2024-10	0
2024-11	0
2024-12	0
2025-01	0
2025-02	0
2025-03	0
2025-04	0
2025-05	1
2025-06	0
2025-07	0
2025-08	0
2025-09	0
2025-10	0
2025-11	0
2025-12	0
2026-01	0
2026-02	0
e
# EOF
